"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4UAF9T5W","newspaperArticle","1849","","The Jewish Passover","The Daily National Whig","","2381-0351","","http://chroniclingamerica.loc.gov/lccn/sn82014405/1849-04-11/ed-1/seq-2/#date1=1836&index=10&date2=1865&searchType=advanced&language=&sequence=0&words=Passover+passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1849-04-11","2016-06-19 20:36:36","2016-06-19 20:36:58","2016-06-19 20:36:36","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1849_The daily national Whig.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/HRUM8FQM/seq-2.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KHZREFH","newspaperArticle","1858","","The Hebrew Passover","Alexandria Gazette","","1946-6153","","http://chroniclingamerica.loc.gov/lccn/sn85025007/1858-04-01/ed-1/seq-3/#date1=1836&index=12&date2=1865&searchType=advanced&language=&sequence=0&words=passove+Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1858-04-01","2016-06-19 20:37:46","2016-06-19 20:38:15","2016-06-19 20:37:46","","","","","","","","","","","","","Alexandria, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1858_Alexandria gazette.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FXQJCGAJ/seq-3.html","","","Alexandria County (Va.)--Newspapers.; Alexandria (Va.)--Newspapers.; Virginia--Alexandria County.--fast--(OCoLC)fst01225052; Virginia--Alexandria.--fast--(OCoLC)fst01206236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MT7HVVI2","newspaperArticle","1861","","Flour for the Passover","Semi-Weekly Standard","","2372-3017","","http://chroniclingamerica.loc.gov/lccn/sn83045450/1861-03-23/ed-1/seq-3/#date1=1836&index=13&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1861-03-23","2016-06-19 20:39:06","2016-06-19 20:39:28","2016-06-19 20:39:06","","","","","","","Semi-weekly standard. (Raleigh, N.C.) 1853-18?","","","","","","Raleigh, North Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1861_Semi-weekly standard.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/T7PAZV6Z/seq-3.html","","","North Carolina--Raleigh.--fast--(OCoLC)fst01206341; North Carolina--Wake County.--fast--(OCoLC)fst01204274; Raleigh (N.C.)--Newspapers.; Wake County (N.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HEZRAHV","newspaperArticle","1862","","The Hebrew Passover","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1862-04-12/ed-1/seq-3/#date1=1836&index=14&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1862-04-12","2016-06-19 20:39:44","2016-06-19 20:40:06","2016-06-19 20:39:44","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1862_Daily intelligencer.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/EPHHQSFR/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKQNQJ2D","newspaperArticle","1846","","The Jewish Passover","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1846-04-07/ed-1/seq-2/#date1=1836&index=7&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=26","","1846-04-07","2016-06-20 03:49:41","2016-06-20 03:50:02","2016-06-20 03:49:41","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1846_The New York herald.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/Z7QB6Z29/seq-2.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXCPT6CR","newspaperArticle","1858","","The Passover","Daily Intelligencer","","2333-858X","","http://chroniclingamerica.loc.gov/lccn/sn86092535/1858-03-31/ed-1/seq-3/#date1=1836&index=15&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1858-03-31","2016-06-19 20:40:25","2016-06-19 20:40:50","2016-06-19 20:40:25","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1858_The Passover.pdf; /Users/lauranewmaneckstein/Documents/Zotero/1858_Wheeling daily intelligencer.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/8TD9EG2A/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTBK369I","newspaperArticle","1858","","The Passover","The Evansville Daily Journal","","2381-3210","","http://chroniclingamerica.loc.gov/lccn/sn82015672/1858-04-05/ed-1/seq-2/#date1=1836&index=16&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1858-04-05","2016-06-19 20:41:20","2016-06-19 20:41:49","2016-06-19 20:41:20","","","","","","","","","","","","","Evansville, Iowa","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1858_The Evansville daily journal.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/9T56HW9X/seq-2.html","","","Evansville (Ind.)--Newspapers.; Indiana--Evansville.--fast--(OCoLC)fst01213859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2KBKBN8","newspaperArticle","1864","","The Jewish Passover","Daily Ohio Statesman","","2330-6084","","http://chroniclingamerica.loc.gov/lccn/sn84028645/1864-04-24/ed-1/seq-3/#date1=1836&index=18&date2=1865&searchType=advanced&language=&sequence=0&words=Passover+passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=4","","1864-04-24","2016-06-19 20:42:37","2016-06-19 20:43:07","2016-06-19 20:42:37","","","","","","","","","","","","","Columbus, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1864_Daily Ohio statesman.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/PWCTQIWQ/seq-3.html","","","Columbus (Ohio)--Newspapers.; Franklin County (Ohio)--Newspapers.; Ohio--Columbus.--fast--(OCoLC)fst01205076; Ohio--Franklin County.--fast--(OCoLC)fst01209686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGJI8UIF","newspaperArticle","1859","","The Jewish Passover","Cleveland Morning Leader","","2166-1855","","http://chroniclingamerica.loc.gov/lccn/sn83035143/1859-04-23/ed-1/seq-1/#date1=1836&index=1&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=5","","1859-04-23","2016-06-19 20:43:56","2016-06-19 20:44:23","2016-06-19 20:43:56","","","","","","","","","","","","","Cleveland, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1859_Cleveland morning leader.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/H6MHADCW/seq-1.html","","","Cleveland (Ohio)--Newspapers.; Cuyahoga County (Ohio)--Newspapers.; Ohio--Cleveland.--fast--(OCoLC)fst01205966; Ohio--Cuyahoga County.--fast--(OCoLC)fst01202752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPV5ZRA7","newspaperArticle","1855","","Jewish Passover","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1855-04-10/ed-1/seq-2/#date1=1836&index=2&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=5","","1855-04-10","2016-06-19 20:45:01","2016-06-19 20:45:39","2016-06-19 20:45:01","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1855_The daily dispatch.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/B7TBEAPQ/seq-2.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J88N5GRQ","newspaperArticle","1846","","[Passover Notice]","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1846-04-11/ed-1/seq-4/#date1=1836&index=6&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&sort=relevance&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=26","","1846-04-11","2016-06-20 03:50:19","2016-06-20 17:38:14","2016-06-20 03:50:19","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1846_The New York herald_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/PW5V8JAC/seq-4.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBTH2TMT","newspaperArticle","1856","","Feast of Passover","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-04-28/ed-1/seq-1/#date1=1836&index=3&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=5","","1856-04-28","2016-06-19 20:46:17","2016-06-19 20:46:46","2016-06-19 20:46:17","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1856_The daily dispatch_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/ASF83BMV/seq-1.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKWEAQNA","newspaperArticle","1857","","Preperation for the Passover","The Daily Dispatch","","2157-1260","","http://chroniclingamerica.loc.gov/lccn/sn84024738/1857-03-24/ed-1/seq-1/#date1=1836&index=4&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=5","","1857-03-24","2016-06-19 20:47:15","2016-06-19 20:47:41","2016-06-19 20:47:15","","","","","","","","","","","","","Richmond, Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1857_The daily dispatch_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/IFV36MB6/seq-1.html","","","Richmond (Va.)--Newspapers.; Virginia--Richmond.--fast--(OCoLC)fst01205345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BW35HHFQ","newspaperArticle","1857","","Preperation for the Passover","Evening Star","","2331-9968","","http://chroniclingamerica.loc.gov/lccn/sn83045462/1857-03-20/ed-1/seq-1/#date1=1836&index=5&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=5","","1857-03-20","2016-06-19 20:47:57","2016-06-19 20:48:23","2016-06-19 20:47:57","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1857_Evening star.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/EHKRRS8G/seq-1.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S672HIXU","newspaperArticle","1850","","The Great Jewish Feast","Port Tobacco Times, and Charles County Advertiser","","None","","http://chroniclingamerica.loc.gov/lccn/sn89060060/1850-04-03/ed-1/seq-2/#date1=1836&index=0&date2=1865&searchType=advanced&language=&sequence=0&words=Passover&proxdistance=5&state=&state=Alabama&state=Arizona&state=Arkansas&state=California&state=Colorado&state=Connecticut&state=District+of+Columbia&state=Florida&state=Georgia&state=Hawaii&state=Idaho&state=Illinois&state=Indiana&state=Iowa&state=Kansas&state=Kentucky&state=Louisiana&state=Maryland&state=Massachusetts&state=Michigan&state=Minnesota&state=Mississippi&state=Missouri&state=Montana&state=Nebraska&state=Nevada&state=New+Mexico&state=New+York&state=North+Carolina&state=North+Dakota&state=Ohio&state=Oklahoma&state=Oregon&state=Pennsylvania&state=Piedmont&state=South+Carolina&state=South+Dakota&state=Tennessee&state=Texas&state=Utah&state=Vermont&state=Virginia&state=Washington&state=West+Virginia&rows=20&ortext=passover%2C+pesach%2C+matzah%2C+matzoh%2C+matza%2C+matzo&proxtext=&phrasetext=&andtext=&dateFilterType=yearRange&page=6","","1850-04-03","2016-06-19 20:54:17","2016-06-19 20:55:09","2016-06-19 20:54:17","","","","","","","","","","","","","Port Tobacco, Maryland","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1850_Port Tobacco times, and Charles County advertiser.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/5EDHTHIM/seq-2.html","","","Charles County (Md.)--Newspapers.; Maryland--Charles County.--fast--(OCoLC)fst01212000; Maryland--Port Tobacco.--fast--(OCoLC)fst01221958; Port Tobacco (Md.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
